time,rank,symbol,name,price,chg,chg_pct,open,prev,volume,amount
11:20,7,2002,中鋼,74.6,7.9,1.77,81.2,73.3,263780,205.5167
11:20,8,2303,聯電,31.52,0.79,1.35,31.89,31.1,218142,68.7580
11:20,9,2324,仁寶,20.0,1.05,0.25,21.0,19.95,203352,41.5840
11:20,10,2312,金寶,130.5,5.5,1.95,133.5,128.0,196527,257.4029
11:20,11,2356,英業達,33.25,3.15,1.37,35.95,32.8,183888,62.8607
11:20,12,2337,旺宏,38.95,1.75,1.83,40.0,38.25,171460,67.6882
11:20,13,009816,凱基台灣TOP50,62.4,7.7,0.97,69.5,61.8,139729,90.1233
11:20,14,2408,南亞科,34.41,1.01,0.64,35.2,34.19,128828,44.6390
11:20,15,2489,瑞軒,161.5,11.0,6.95,162.0,151.0,120464,190.2244
11:20,16,2353,宏碁,14.79,0.22,0.54,14.93,14.71,120386,17.8430
11:20,17,00919,群益台灣精選高息,305.0,18.5,3.21,314.0,295.5,111368,339.3985
11:20,18,1303,南亞,51.0,6.8,0.20,57.7,50.9,105332,55.9256
11:20,19,2449,京元電子,31.6,3.05,1.28,34.25,31.2,94424,30.4347
11:20,20,6282,康舒,27.92,0.28,0.61,28.03,27.75,84679,23.6280
11:20,21,2887,台新新光金,90.8,6.6,3.42,94.4,87.8,80788,74.0141
11:20,22,2313,華通,21.87,0.61,1.72,22.11,21.5,80729,17.6354
11:20,23,2881,富邦金,341.5,40.5,10.88,348.5,308.0,76090,252.3041
11:20,24,0050,元大台灣50,62.1,3.7,3.50,63.7,60.0,73798,45.7201
11:20,25,2369,菱生,24.1,0.7,2.99,24.1,23.4,66654,15.9112
11:20,26,6239,力成,283.5,16.5,0.35,299.0,282.5,63541,183.7577
11:20,27,00878,國泰永續高股息,102.0,5.2,4.29,103.0,97.8,63054,63.2149
11:20,28,2481,強茂,18.79,0.45,1.35,18.99,18.54,58097,10.9002
11:20,29,2301,光寶科,100.7,1.5,0.40,101.8,100.3,56704,57.2588
11:20,30,4919,新唐,37.7,1.05,2.86,37.7,36.65,56664,21.2493
11:20,31,3042,晶技,342.0,16.5,5.07,342.0,325.5,55444,189.1740
11:20,32,00891,中信關鍵半導體,10.73,0.16,1.04,10.78,10.62,55392,5.9297
11:20,33,2317,鴻海,29.65,0.35,0.58,29.83,29.48,52091,15.4421
11:20,34,2367,燿華,147.0,11.5,8.49,147.0,135.5,50963,71.9953
11:20,35,00929,復華台灣科技優息,238.5,17.5,6.47,241.5,224.0,50746,118.4879
11:20,36,00940,元大台灣價值高息,110.0,6.0,1.85,114.0,108.0,50681,56.4142
11:20,37,4906,正文,19.26,0.39,1.05,19.45,19.06,49826,9.6010
11:20,38,3576,聯合再生,23.99,0.38,1.22,24.08,23.7,44901,10.7432
11:20,39,3189,景碩,213.0,24.0,3.40,230.0,206.0,42170,92.1387
11:20,40,8150,南茂,198.0,30.0,8.79,212.0,182.0,41995,84.0077
11:20,41,2484,希華,35.22,0.64,0.86,35.56,34.92,41910,14.7811
11:20,42,6443,元晶,260.5,17.5,7.20,260.5,243.0,40942,105.1597
11:20,43,8110,華東,40590.0,263.5,15602.13,4.3274,258.5,257,6.5000
11:20,44,2883,凱基金,38137.0,70.2,57248.87,99.2042,66.5,66,4.1000
11:20,45,3149,正達,38109.0,14.75,258441.38,25.7213,14.74,14,0.0300
11:20,46,9105,泰金寶-DR,37790.0,100.5,37501.99,5.5672,100.5,94,5.8000
11:20,47,4927,泰鼎-KY,35766.0,29.46,122260.59,35.1258,29.23,28,0.4900
11:20,48,2618,長榮航,35589.0,11.84,302527.55,10.4175,11.76,11,0.1000
11:20,49,1513,中興電,34934.0,44.45,81712.65,4.1194,42.7,42,2.4500
